"Time","cpu_utilization"
1702729380000,0.06583622232524977
1702729385000,0.06583622098986874
1702729390000,0.06576468112733236
1702729395000,0.06576467983973933
1702729400000,0.0657646785779622
1702729405000,0.06576467734123215
1702729410000,0.06483977429924326
1702729415000,0.06483977313841038
1702729420000,0.0647236252718083
1702729425000,0.06472362415741972
1702729430000,0.06472362306410784
1702729435000,0.06472362199127935
1702729440000,0.06381925957859491
1702729445000,0.06381925855908965
1702729450000,0.06382601373298125
1702729455000,0.06382601274980193
1702729460000,0.06382601178421976
1702729465000,0.063826010835766
1702729470000,0.06305363107413553
1702729475000,0.06305363016743715
1702729480000,0.06309721507818278
1702729485000,0.06309721420328795
1702729490000,0.0630972133432528
1702729495000,0.06309711293943265
1702729500000,0.06309701527988809
1702729505000,0.06309701444043536
1702729510000,0.063440611497383
1702729515000,0.06344061062431694
1702729520000,0.06130575688389661
1702729525000,0.06130575688389661
1702729530000,0.06130575688389661
1702729535000,0.06130565590480297
1702729540000,0.06130565498102414
1702729545000,0.061305654040187285
1702729550000,0.05783502652197947
1702729555000,0.05783492726684758
1702729560000,0.0578349263242226
1702729565000,0.05783492536352286
1702729570000,0.05641079778678881
1702729575000,0.05641077412721862
1702729580000,0.05641077312099996
1702729585000,0.056410772094713235
1702729590000,0.0563260288005083
1702729595000,0.0477053386977464
1702729600000,0.04777159946783194
1702729605000,0.049135464499574066
1702729610000,0.04913546392841145
1702729615000,0.049135463345132746
1702729620000,0.049206337499434094
1702729625000,0.049206336899391745
1702729630000,0.0493519761690695
1702729635000,0.06744635641391583
1702729640000,0.06744635576978675
1702729645000,0.06744635511106434
1702729650000,0.06746863168175532
1702729655000,0.0694958322967717
1702729660000,0.06967961580399129
1702729665000,0.06967961797288313
1702729670000,0.06967961721401233
1702729675000,0.06709644919424168
1702729680000,0.06718607303363805
1702729685000,0.06549360759513778
1702729690000,0.06572867812328231
1702729695000,0.0657286806753054
1702729700000,0.06572867978391028
1702729705000,0.06375549428631971
1702729710000,0.06379976468851911
1702729715000,0.06265399863392707
1702729720000,0.06303622781455143
1702729725000,0.06303615370861004
1702729730000,0.06303615266888929
1702729735000,0.062123976313140095
1702729740000,0.06227549748496852
1702729745000,0.061497428411949606
1702729750000,0.06187642403941451
1702729755000,0.0618764279539713
1702729760000,0.061876265935528585
1702729765000,0.06110956004831536
1702729770000,0.061157664276685064
1702729775000,0.060578753108815886
1702729780000,0.060927201578914014
1702729785000,0.06092720614654573
1702729790000,0.06092720456265471
1702729795000,0.06041748387860235
1702729800000,0.060578845292160566
1702729805000,0.060192387630499444
1702729810000,0.06048300757213354
1702729815000,0.06048300565697923
1702729820000,0.059661111505997066
1702729825000,0.05931049440848535
1702729830000,0.059310492314251284
1702729835000,0.05902954511584929
1702729840000,0.05840879820572992
1702729845000,0.058408805313217904
1702729850000,0.058408658858338125
1702729855000,0.05814159719675965
1702729860000,0.05589630691347164
1702729865000,0.056414508682208486
1702729870000,0.05370084984054602
1702729875000,0.053700857684013004
1702729880000,0.05370080685645029
1702729885000,0.05651734610543807
1702729890000,0.05621585751949054
1702729895000,0.05594166032489212
1702729900000,0.05645398995997569
1702729905000,0.05615660685721274
1702729910000,0.056156603185495924
1702729915000,0.05615659929662353
1702729920000,0.055978382790887515
1702729925000,0.05664397612605021
1702729930000,0.05701041412398683
1702729935000,0.05701029204462099
1702729940000,0.05701028684041576
1702729945000,0.05702602831592973
1702729950000,0.056537632020301265
1702729955000,0.05633796810396163
1702729960000,0.05717460394216328
1702729965000,0.05717449576033917
1702729970000,0.05717448732802066
1702729975000,0.05670622912279666
1702729980000,0.05603125143789944
1702729985000,0.0559122289525657
1702729990000,0.056799718905211904
1702729995000,0.056799484621315455
1702730000000,0.05679946964234295
1702730005000,0.056473965652718505
1702730010000,0.05578623495884144
1702730015000,0.0556191356961962
1702730020000,0.05774270607724985
1702730025000,0.05774230401396424
1702730030000,0.05774226759337209
1702730035000,0.05748732665657119
1702730040000,0.05571430475571537
1702730045000,0.05559551735416918
1702730050000,0.06335966966877354
1702730055000,0.06335966966877382
1702730060000,0.06335870372408503
1702730065000,0.06301849364599471
1702730070000,0.0605073528323784
1702730075000,0.06042115289050831
1702730080000,0.060421152890508756
1702730085000,0.060421152890508534
1702730090000,0.06042115289050898
1702730095000,0.059874998508098076
1702730100000,0.05987499850809819
1702730105000,0.05970626794855727
1702730110000,0.059706267948558156
1702730115000,0.05970626794855771
1702730120000,0.059706267948558156
1702730125000,0.059179912419290326
1702730130000,0.05917991241929055
1702730135000,0.059136205780427775
1702730140000,0.05913620579255352
1702730145000,0.05913620580446877
1702730150000,0.059136106003065736
1702730155000,0.0587612427436035
1702730160000,0.05876124274360295
1702730165000,0.05911502381497935
1702730170000,0.05911502381497935
1702730175000,0.05911502381497935
1702730180000,0.05911502381497946
1702730185000,0.06184908719456239
1702730190000,0.06184908719456239
1702730195000,0.06207585002108362
1702730200000,0.06207585002108362
1702730205000,0.05992473362049444
1702730210000,0.05992473362049411
1702730215000,0.05946179719605038
1702730220000,0.05946179719605038
1702730225000,0.060360704609844884
1702730230000,0.060360704609844884
1702730235000,0.05923996229568651
1702730240000,0.059239962295686954
1702730245000,0.05951405575483826
1702730250000,0.05951405575483826
1702730255000,0.05954289357525899
1702730260000,0.05954289357525899
1702730265000,0.05954289357525899
1702730270000,0.05954280021853964
1702730275000,0.059384354320571764
1702730280000,0.059384354320571764
1702730285000,0.059840385902057425
1702730290000,0.059840385902057425
1702730295000,0.059840385902057425
1702730300000,0.05984037431804157
1702730305000,0.059709911736599675
1702730310000,0.059709911736599675
1702730315000,0.05998073892488176
1702730320000,0.05998073892488176
1702730325000,0.05998073892488176
1702730330000,0.05998073892488165
1702730335000,0.059754019868674235
1702730340000,0.059754019868674235
1702730345000,0.06011381544388028
1702730350000,0.06011381544388028
1702730355000,0.06011381544388028
1702730360000,0.06011381544388006
1702730365000,0.06000254736726118
1702730370000,0.06000254736726118
1702730375000,0.06026590735304915
1702730380000,0.06026590735304915
1702730385000,0.06026590735304915
1702730390000,0.06026581751996973
1702730395000,0.05999697071924748
1702730400000,0.05999697071924748
1702730405000,0.06028448266805808
1702730410000,0.06028448266805808
1702730415000,0.06028448266805808
1702730420000,0.06028448266805764
1702730425000,0.059976811620468196
1702730430000,0.059976811620468196
1702730435000,0.06032565875864493
1702730440000,0.06032565875864493
1702730445000,0.06032565875864493
1702730450000,0.060325658758644596
1702730455000,0.059352683998433964
1702730460000,0.059352683998433964
1702730465000,0.05704501970989562
1702730470000,0.05704501970989562
1702730475000,0.05704501970989562
1702730480000,0.057045019709895506
1702730485000,0.0594694890830364
1702730490000,0.0594694890830364
1702730495000,0.05972391665046084
1702730500000,0.05972391665046084
1702730505000,0.058810134799729075
1702730510000,0.05881011668020342
1702730515000,0.05836758014442178
1702730520000,0.05836758014442178
1702730525000,0.059000189379917356
1702730530000,0.059000189379917356
1702730535000,0.059000189379917356
1702730540000,0.05900013311112062
1702730545000,0.059320327704673326
1702730550000,0.059320327704673326
1702730555000,0.05977597940286117
1702730560000,0.05977597940286117
1702730565000,0.05977597940286117
1702730570000,0.05977590172768876
1702730575000,0.05932527118550723
1702730580000,0.05932527118550723
