"Time","cpu_utilization"
1700141135000,0.06201873125024204
1700141140000,0.06187224558020088
1700141145000,0.06187224558020088
1700141150000,0.05817782851518516
1700141155000,0.05817782967211105
1700141160000,0.05817782967211105
1700141165000,0.05817782967211105
1700141170000,0.06047503333402615
1700141175000,0.060474935485401615
1700141180000,0.060474935485401615
1700141185000,0.060474935485401615
1700141190000,0.06156403198152616
1700141195000,0.06156403198152616
1700141200000,0.061463823562880604
1700141205000,0.06146372859174065
1700141210000,0.06146372859174065
1700141215000,0.06146372859174065
1700141220000,0.06136860656846077
1700141225000,0.06136860656846077
1700141230000,0.06123499762926787
1700141235000,0.061234898823580464
1700141240000,0.061234898823580464
1700141245000,0.061234898823580464
1700141250000,0.06128203095124862
1700141255000,0.06128203095124862
1700141260000,0.061206976368076926
1700141265000,0.06120678314283734
1700141270000,0.06120678314283734
1700141275000,0.06120678314283734
1700141280000,0.06124337943083902
1700141285000,0.06124337943083902
1700141290000,0.06112132783255397
1700141295000,0.06112132908337775
1700141300000,0.06112132908337775
1700141305000,0.06112132908337775
1700141310000,0.061005006403329176
1700141315000,0.061005006403329176
1700141320000,0.06091988437662621
1700141325000,0.060919788953904486
1700141330000,0.060919788953904486
1700141335000,0.060919788953904486
1700141340000,0.06086305964615346
1700141345000,0.06086305964615346
1700141350000,0.06074048477431937
1700141355000,0.060740387789004924
1700141360000,0.060740387789004924
1700141365000,0.060740387789004924
1700141370000,0.06084199576166671
1700141375000,0.06084199576166671
1700141380000,0.06091323094103551
1700141385000,0.06091323214918598
1700141390000,0.06091323214918598
1700141395000,0.06091323214918598
1700141400000,0.06078072866631523
1700141405000,0.06078072866631523
1700141410000,0.060605442853226
1700141415000,0.060605347253668396
1700141420000,0.060605347253668396
1700141425000,0.060605347253668396
1700141430000,0.06053621792462949
1700141435000,0.06053621792462949
1700141440000,0.060616205815914426
1700141445000,0.060616205815914426
1700141450000,0.05688919832415895
1700141455000,0.056889199457648476
1700141460000,0.056889199457648476
1700141465000,0.056889199457648476
1700141470000,0.059350342432544
1700141475000,0.059350342799970424
1700141480000,0.059350342799970424
1700141485000,0.059350342799970424
1700141490000,0.060448809217637844
1700141495000,0.060448809217637844
1700141500000,0.060340074712776026
1700141505000,0.06034007494646432
1700141510000,0.06034007494646432
1700141515000,0.06034007494646432
1700141520000,0.06015361226418803
1700141525000,0.06015361226418803
1700141530000,0.060374618488891474
1700141535000,0.06037452216476058
1700141540000,0.06037452216476058
1700141545000,0.06037452216476058
1700141550000,0.06034013027195828
1700141555000,0.06034013027195828
1700141560000,0.06012794878585159
1700141565000,0.060127949960328886
1700141570000,0.060127949960328886
1700141575000,0.060127949960328886
1700141580000,0.0599337474690429
1700141585000,0.0599337474690429
1700141590000,0.059926897385705336
1700141595000,0.05992680038451803
1700141600000,0.05992680038451803
1700141605000,0.05992680038451803
1700141610000,0.05987256654527373
1700141615000,0.05987256654527373
1700141620000,0.05978174252202828
1700141625000,0.059781742522027614
1700141630000,0.059781742522027614
1700141635000,0.059781742522027614
1700141640000,0.05955822470312144
1700141645000,0.05955822470312144
1700141650000,0.05949061577552728
1700141655000,0.05949052427047097
1700141660000,0.05949052427047097
1700141665000,0.05949052427047097
1700141670000,0.05952150516409982
1700141675000,0.05952150516409982
1700141680000,0.059376340884611745
1700141685000,0.059376340884611634
1700141690000,0.059376340884611634
1700141695000,0.059376340884611634
1700141700000,0.05933409609039053
1700141705000,0.05933409609039053
1700141710000,0.05947893295218887
1700141715000,0.05947893417152306
1700141720000,0.05947893417152306
1700141725000,0.05947893417152306
1700141730000,0.059554508368949044
1700141735000,0.059554508368949044
1700141740000,0.05962003935856053
1700141745000,0.05962003935856053
1700141750000,0.05578961186715059
1700141755000,0.05578961186715048
1700141760000,0.05578961186715048
1700141765000,0.05578961186715048
1700141770000,0.05838370778845059
1700141775000,0.05838361795448632
1700141780000,0.05838361795448632
1700141785000,0.05838361795448632
1700141790000,0.059202990804381184
1700141795000,0.059202990804381184
1700141800000,0.059290625428447985
1700141805000,0.05929053372474591
1700141810000,0.05929053372474591
1700141815000,0.05929053372474591
1700141820000,0.05924401182785921
1700141825000,0.05924401182785921
1700141830000,0.059132177212144144
1700141835000,0.05913208564938299
1700141840000,0.05913208564938299
1700141845000,0.05913208564938299
1700141850000,0.05897382040307553
1700141855000,0.05897382040307553
1700141860000,0.059113619369194126
1700141865000,0.05911353006481124
1700141870000,0.05911353006481124
1700141875000,0.05911353006481124
1700141880000,0.058994381274848684
1700141885000,0.058994381274848684
1700141890000,0.05906613141003503
1700141895000,0.05906603687383927
1700141900000,0.05906603687383927
1700141905000,0.05906603687383927
1700141910000,0.05898242406400245
1700141915000,0.05898242406400245
1700141920000,0.05909189610910559
1700141925000,0.05909180035223072
1700141930000,0.05909180035223072
1700141935000,0.05909180035223072
1700141940000,0.05913574780269859
1700141945000,0.05913574780269859
1700141950000,0.05912751431374341
1700141955000,0.059127515487887194
1700141960000,0.059127515487887194
1700141965000,0.059127515487887194
1700141970000,0.05899659851125927
1700141975000,0.05899659851125927
1700141980000,0.0591715887029729
1700141985000,0.05917158991565141
1700141990000,0.05917158991565141
1700141995000,0.05917158991565141
1700142000000,0.0590813615783361
1700142005000,0.0590813615783361
1700142010000,0.05911194619214166
1700142015000,0.059111946192140996
1700142020000,0.059111946192140996
1700142025000,0.059111946192140996
1700142030000,0.058991831521429616
1700142035000,0.058991831521429616
