"Time","memory_utilization"
1700143380000,0.5094426810601789
1700143385000,0.5094594376862966
1700143390000,0.5094594376862966
1700143395000,0.5094594376862966
1700143400000,0.5094774832836543
1700143405000,0.5094774832836543
1700143410000,0.5094774832836543
1700143415000,0.5094774832836543
1700143420000,0.5094459034882785
1700143425000,0.5094459034882785
1700143430000,0.5094459034882785
1700143435000,0.5094658825424958
1700143440000,0.509486506082333
1700143445000,0.509486506082333
1700143450000,0.509486506082333
1700143455000,0.5094993957947314
1700143460000,0.5094993957947314
1700143465000,0.509478772254894
1700143470000,0.509478772254894
1700143475000,0.5073874164182711
1700143480000,0.5073874164182711
1700143485000,0.5073874164182711
1700143490000,0.5073874164182711
1700143495000,0.5073932167888504
1700143500000,0.5073932167888504
1700143505000,0.5073919278176106
1700143510000,0.5073919278176106
1700143515000,0.5073919278176106
1700143520000,0.5073919278176106
1700143525000,0.5074022395875292
1700143530000,0.5074022395875292
1700143535000,0.5074022395875292
1700143540000,0.5074022395875292
1700143545000,0.5076194312414404
1700143550000,0.5076194312414404
1700143555000,0.5076194312414404
1700143560000,0.50762265366954
1700143565000,0.50762265366954
1700143570000,0.50762265366954
1700143575000,0.5076200757270604
1700143580000,0.5076200757270604
1700143585000,0.5076200757270604
1700143590000,0.5076058970434222
1700143595000,0.5076058970434222
1700143600000,0.5076058970434222
1700143605000,0.5076284540401192
1700143610000,0.5076284540401192
1700143615000,0.5078920486586643
1700143620000,0.508294207685491
1700143625000,0.8160391344549536
1700143630000,0.8160391344549536
1700143635000,0.8160391344549536
1700143640000,0.8169172835233407
1700143645000,1.5438707777817955
1700143650000,1.5438707777817955
1700143655000,1.5439399965907155
1700143660000,1.5564861639865901
1700143665000,1.5564861639865901
1700143670000,1.5564995945017537
1700143675000,1.5687089659019882
1700143680000,1.5687089659019882
1700143685000,1.568705866552335
1700143690000,1.5949924840770913
1700143695000,1.5949924840770913
1700143700000,1.5949935171936422
1700143705000,1.6051108275780133
1700143710000,1.6051108275780133
1700143715000,1.6051108275780133
1700143720000,1.6053515437344064
1700143725000,1.6053515437344064
1700143730000,1.6084044031427405
1700143735000,1.6084054362592917
1700143740000,1.6084054362592917
1700143745000,1.613894384494987
1700143750000,1.613894384494987
1700143755000,1.613894384494987
1700143760000,1.6219464948938214
1700143765000,1.6219464948938214
1700143770000,1.6219464948938214
1700143775000,1.6242596428516083
1700143780000,1.6242596428516083
1700143785000,1.6242596428516083
1700143790000,1.6293993976930508
1700143795000,1.6293993976930508
1700143800000,1.6293993976930508
1700143805000,1.6293993976930508
1700143810000,1.6288322167065277
1700143815000,1.6288322167065277
1700143820000,1.6288322167065277
1700143825000,1.6289964822381438
1700143830000,1.6290295419677772
1700143835000,1.6290295419677772
1700143840000,1.6290295419677772
1700143845000,1.629003714054001
1700143850000,1.629003714054001
1700143855000,1.6275025957053344
1700143860000,1.6275025957053344
1700143865000,1.6275025957053344
1700143870000,1.6275025957053344
1700143875000,1.623235824349524
1700143880000,1.623235824349524
1700143885000,1.6267050297279289
1700143890000,1.6267050297279289
1700143895000,1.6267050297279289
1700143900000,1.6266792018141527
1700143905000,1.6266792018141527
1700143910000,1.625390905475001
1700143915000,0.8128313075639628
1700143920000,0.8121866428361115
1700143925000,0.8121639142719886
1700143930000,0.8121639142719886
1700143935000,0.8121639142719886
1700143940000,0.8097577858246078
1700143945000,0.8097577858246078
1700143950000,0.8097577858246078
1700143955000,0.8092329626166777
1700143960000,0.8092329626166777
1700143965000,0.8092329626166777
1700143970000,0.8092329626166777
1700143975000,0.8113663482945829
1700143980000,0.8113663482945829
1700143985000,0.8114107723062778
1700143990000,0.8114107723062778
1700143995000,0.8115295807096478
1700144000000,0.8115295807096478
1700144005000,0.8115295807096478
1700144010000,0.8116628527447324
1700144015000,0.8116628527447324
1700144020000,0.8116628527447324
1700144025000,0.8116473559964668
1700144030000,0.8116473559964668
1700144035000,0.8116473559964668
1700144040000,0.8115802034206488
1700144045000,0.8115802034206488
1700144050000,0.8115802034206488
1700144055000,0.8115605742061791
1700144060000,0.8115605742061791
1700144065000,0.8115605742061791
1700144070000,0.8100170980789198
1700144075000,0.8100170980789198
1700144080000,0.8100170980789198
1700144085000,0.8100842506547377
1700144090000,0.8100842506547377
1700144095000,0.8100842506547377
1700144100000,0.8137879734902294
1700144105000,0.8137879734902294
1700144110000,0.8137879734902294
1700144115000,0.8137642118095553
1700144120000,0.8137642118095553
1700144125000,0.8137642118095553
1700144130000,0.8137642118095553
1700144135000,0.81340262101669
1700144140000,0.81340262101669
1700144145000,0.81340262101669
1700144150000,0.8135555222662445
1700144155000,0.8135555222662445
1700144160000,0.8135224625366111
1700144165000,0.8135224625366111
1700144170000,0.8135224625366111
1700144175000,0.8134894028069777
1700144180000,0.8134894028069777
1700144185000,0.8134894028069777
1700144190000,0.8105532855689115
1700144195000,0.8105532855689115
1700144200000,0.8105532855689115
1700144205000,0.8105532855689115
1700144210000,0.8139119474763545
1700144215000,0.8139119474763545
1700144220000,0.8139119474763545
1700144225000,0.815859372175072
1700144230000,0.815859372175072
1700144235000,0.815859372175072
1700144240000,0.815931690333645
1700144245000,0.815931690333645
1700144250000,0.815931690333645
1700144255000,0.8159843792777483
1700144260000,0.8159843792777483
1700144265000,0.8159843792777483
1700144270000,0.8159843792777483
1700144275000,0.81578808713305
1700144280000,0.81578808713305
1700144285000,0.8157560605199675
1700144290000,0.8157560605199675
1700144295000,0.8157560605199675
1700144300000,0.816357334352675
1700144305000,0.816357334352675
1700144310000,0.816357334352675
