"Time","cpu_utilization"
1700143380000,0.05913551233727399
1700143385000,0.05913551233727399
1700143390000,0.05957520838343522
1700143395000,0.059575113237087196
1700143400000,0.059575113237087196
1700143405000,0.059575113237087196
1700143410000,0.0589571306898834
1700143415000,0.0589571306898834
1700143420000,0.05950181745426131
1700143425000,0.05950172533150022
1700143430000,0.05950172533150022
1700143435000,0.05950172533150022
1700143440000,0.05892143581322051
1700143445000,0.05892143581322051
1700143450000,0.0594222481080694
1700143455000,0.059422154889351764
1700143460000,0.059422154889351764
1700143465000,0.059422154889351764
1700143470000,0.05878957597118084
1700143475000,0.05878957597118084
1700143480000,0.05941342752677303
1700143485000,0.059413334347168445
1700143490000,0.059413334347168445
1700143495000,0.059413334347168445
1700143500000,0.05890794212791273
1700143505000,0.05890794212791273
1700143510000,0.0594615601416556
1700143515000,0.059461560141656045
1700143520000,0.059461560141656045
1700143525000,0.059461560141656045
1700143530000,0.0587757678823817
1700143535000,0.0587757678823817
1700143540000,0.058814352851509155
1700143545000,0.058814354002111324
1700143550000,0.058814354002111324
1700143555000,0.058814354002111324
1700143560000,0.05618262933578544
1700143565000,0.05618262933578544
1700143570000,0.05820156753748196
1700143575000,0.05820156753748196
1700143580000,0.05820156753748196
1700143585000,0.05820156753748196
1700143590000,0.059136683674344326
1700143595000,0.059136683674344326
1700143600000,0.059701727659219994
1700143605000,0.05970163872981904
1700143610000,0.05970163872981904
1700143615000,0.05970163872981904
1700143620000,0.05961873232685866
1700143625000,0.05961873232685888
1700143630000,0.060106191421580135
1700143635000,0.06010619142157991
1700143640000,0.06010619142157958
1700143645000,0.060106191421580024
1700143650000,0.060135411692179175
1700143655000,0.06013541170450465
1700143660000,0.06075435501610704
1700143665000,0.06075424990190381
1700143670000,0.06075424991551337
1700143675000,0.06075424992937928
1700143680000,0.060779285120647564
1700143685000,0.06077928513980513
1700143690000,0.06140141705147961
1700143695000,0.06140130120532017
1700143700000,0.06140130122214271
1700143705000,0.061401301239300654
1700143710000,0.06139988780575578
1700143715000,0.06139988780575567
1700143720000,0.05396940284731
1700143725000,0.053968857755209654
1700143730000,0.05396848806381099
1700143735000,0.05396819687064264
1700143740000,0.053968702868435026
1700143745000,0.05396870287934952
1700143750000,0.05438448330817652
1700143755000,0.054384415881100656
1700143760000,0.07509951756931937
1700143765000,0.07509938112991815
1700143770000,0.07511226714884767
1700143775000,0.07511215949197608
1700143780000,0.07221010918046727
1700143785000,0.07220995198301344
1700143790000,0.0714486488647405
1700143795000,0.07144858007319582
1700143800000,0.07147073213955002
1700143805000,0.07147067470350071
1700143810000,0.06894829618106513
1700143815000,0.06894817145805265
1700143820000,0.06858721555320507
1700143825000,0.06858717680634907
1700143830000,0.06855820154649517
1700143835000,0.06855816797910447
1700143840000,0.06668709844670512
1700143845000,0.0666869842988495
1700143850000,0.06644031663949523
1700143855000,0.06644029285444941
1700143860000,0.06398835797369878
1700143865000,0.06398833682172084
1700143870000,0.06555181716116815
1700143875000,0.06555179730345267
1700143880000,0.06756065325431265
1700143885000,0.06756063424705683
1700143890000,0.06762045087337942
1700143895000,0.06762043371227844
1700143900000,0.0667311813675927
1700143905000,0.06673106833546183
1700143910000,0.06645173065582127
1700143915000,0.06645171722264953
1700143920000,0.06645397060875807
1700143925000,0.06645395827217537
1700143930000,0.06588599091849523
1700143935000,0.06588598000785456
1700143940000,0.06575849301376135
1700143945000,0.06575848298113351
1700143950000,0.06578247488278927
1700143955000,0.06578246566396057
1700143960000,0.06553088502548571
1700143965000,0.06553085253136137
1700143970000,0.06538168751544687
1700143975000,0.06538167970054992
1700143980000,0.0654420882252642
1700143985000,0.06544208102059323
1700143990000,0.06573853906548571
1700143995000,0.06573853243374284
1700144000000,0.06567182322869486
1700144005000,0.06567181700194319
1700144010000,0.0657731669998941
1700144015000,0.0657731613208356
1700144020000,0.06647480334740463
1700144025000,0.06647479797939693
1700144030000,0.06647479276903123
1700144035000,0.06647478770946341
1700144040000,0.06674048492040863
1700144045000,0.06674048492040852
1700144050000,0.06917879618742784
1700144055000,0.06917866821339741
